name,loc,val,date
1697,35.6495541121587 139.711054879,38.1054802592811,"Jun 5, 2011 10:52 AM"
4892,35.6547896664623 139.713942352,38.3021259198692,"Jul 13, 2011 1:22 PM"
152,35.6810140460526 139.710284539,37.3355263157895,"Sep 22, 2011 4:36 PM"
70,35.6764435238095 139.665640428,41.1857142857143,"Nov 14, 2011 5:07 AM"
518,35.68213755148 139.66967369047,37.0984555984556,"Nov 1, 2011 4:22 AM"
702,35.6957776946818 139.669302039,38.8931623931624,"Aug 7, 2011 4:26 PM"
299,35.6968088350056 139.666078656,41.7959866220736,"Aug 7, 2011 4:26 PM"
299,35.6821715663322 139.676219743,36.9030100334448,"Nov 1, 2011 4:22 AM"
1072,35.6859405301616 139.688339703,37.7509328358209,"Aug 7, 2011 4:40 PM"
1059,35.6915166887 139.693034169028,39.6931067044382,"Aug 6, 2011 11:29 PM"
683,35.6920506320156 139.722168977,41.3426061493411,"Jun 17, 2011 12:58 PM"
101,35.6951455940594 139.721641848,41.0891089108911,"Jun 17, 2011 1:00 PM"
143,35.6957177855478 139.715835384,42.6853146853147,"Oct 31, 2011 12:56 AM"
462,35.687315988456 139.7207167424,39.1168831168831,"Jun 17, 2011 12:57 PM"
948,35.696099235232 139.6547926424,36.7805907172996,"Aug 7, 2011 4:31 PM"
620,35.691162672043 139.6540210430,39.6370967741936,"Aug 7, 2011 4:35 PM"
515,35.685873171521 139.6647977605,37.6485436893204,"Nov 1, 2011 3:31 AM"
235,35.6638922411347 139.670024773,33.3191489361702,"Sep 10, 2011 1:00 PM"
284,35.6592720481221 139.668564636,38.5739436619718,"Sep 10, 2011 1:01 PM"
230,35.6550561956522 139.669333036,36.2565217391304,"Dec 12, 2011 3:05 AM"
208,35.6540859615384 139.666585232,35.6346153846154,"Oct 12, 2011 4:07 PM"
148,35.6508650900901 139.665291103,37.5743243243243,"Oct 12, 2011 4:08 PM"
20220,35.6513195183827 139.670468845,35.6136993076162,"May 9, 2011 2:10 AM"
166,35.6597707329317 139.750326997,38.289156626506,"Apr 23, 2011 10:38 PM"
685,35.6547382043795 139.750711673,35.9722627737226,"Apr 23, 2011 10:15 PM"
369,35.6816733333333 139.732964196,40.479674796748,"May 6, 2011 1:47 AM"
306,35.6832451198257 139.738336416,42.1895424836601,"Nov 1, 2011 1:23 AM"
44,35.6735717424242 139.682768181,29.5909090909091,"Aug 7, 2011 5:04 PM"
272,35.6545907843137 139.708639154,38.0036764705882,"Jul 13, 2011 6:03 AM"
777,35.6553810296011 139.705932170,36.5276705276705,"Jul 13, 2011 6:04 AM"
762,35.6500763670166 139.703347434,35.0406824146982,"Jul 17, 2011 5:17 AM"
2530,35.6464885553361 139.703582283,37.9715415019763,"Jun 5, 2011 1:55 AM"
1299,35.645687584039 139.6992677610,37.0331023864511,"Jun 5, 2011 1:56 AM"
605,35.6585212837465 139.692229305,35.9933884297521,"May 24, 2011 4:56 PM"
1083,37.5800253431826 139.908275686,71.3628808864266,"Jul 31, 2011 11:29 AM"
85,37.5823615294117 139.904468431,81.5294117647059,"Aug 7, 2011 11:33 AM"
20,37.5843114999999 139.90186425,76.65,"Aug 7, 2011 11:32 AM"
81,37.5854095679012 139.898742037,70.7283950617284,"Aug 7, 2011 11:32 AM"
157,37.5863656157113 139.892704575,67.9872611464968,"Jul 31, 2011 11:58 AM"
89,37.5874489887639 139.889014550,73.8314606741573,"Jul 31, 2011 11:35 AM"
67,37.5909392039802 139.889088482,68.7910447761194,"Jul 31, 2011 11:33 AM"
134,37.594837375622 139.8895183333,62.1268656716418,"Dec 10, 2011 9:57 AM"
192,37.5949784982639 139.890683984,58.8854166666667,"Jul 31, 2011 11:32 AM"
62,37.5921822849461 139.893287849,69.6129032258064,"Jul 31, 2011 11:32 AM"
31,37.59262172043 139.89825102150,75.9677419354839,"Jul 31, 2011 11:31 AM"
31,37.5916684946238 139.904089569,76.0322580645161,"Jul 31, 2011 11:30 AM"
48,37.5896405902778 139.908910034,82.5208333333333,"Jul 31, 2011 11:29 AM"
42,37.5859707539682 139.910680515,76.9523809523809,"Jul 31, 2011 11:29 AM"
234,37.5826002777778 139.913785797,73.017094017094,"Jul 31, 2011 11:27 AM"
55,37.5810136969697 139.920443030,60.6363636363636,"Aug 7, 2011 11:27 PM"
49,37.579143707483 139.9267429591,66.2448979591837,"Aug 20, 2011 1:56 AM"
49,37.5776648639456 139.932327755,73.4489795918367,"Aug 20, 2011 1:57 AM"
42,37.5770188095238 139.938113015,68.1428571428571,"Aug 20, 2011 1:57 AM"
59,37.5770796327684 139.944111327,59.864406779661,"Aug 20, 2011 1:58 AM"
69,37.5765476086957 139.948543091,59.1304347826087,"Aug 20, 2011 1:58 AM"
10,37.5735298333334 139.949539000,74.6,"Aug 20, 2011 1:59 AM"
29,37.5744094827586 139.955309655,62.0689655172414,"Aug 20, 2011 1:59 AM"
34,37.5722306862745 139.960797696,63.4117647058824,"Aug 20, 2011 2:00 AM"
9,37.5698666666664 139.963528888,59.5555555555556,"Aug 20, 2011 2:00 AM"
29,37.5676364942529 139.965825689,56.5172413793103,"Aug 20, 2011 2:00 AM"
16,37.5654113541667 139.968508124,52.0625,"Aug 20, 2011 2:01 AM"
29,37.5632203448276 139.971383563,51.1379310344828,"Aug 20, 2011 2:01 AM"
12,37.5603752777777 139.974455277,53.5833333333333,"Aug 3, 2011 7:12 AM"
78,37.5597720940171 139.978366816,53.4871794871795,"Aug 3, 2011 7:12 AM"
36,37.5545229166666 139.974304490,53.6388888888889,"May 22, 2011 3:50 PM"
854,37.5508040163934 139.972393583,51.7236533957845,"May 22, 2011 11:31 AM"
105,37.5488325555555 139.976422936,54.4857142857143,"May 22, 2011 11:31 AM"
161,37.5470844202898 139.979117639,55.9875776397515,"May 22, 2011 11:31 AM"
242,37.5447877685951 139.983654173,58,"May 22, 2011 11:30 AM"
39,37.5436425213675 139.988771324,61.4358974358974,"May 22, 2011 11:30 AM"
175,37.5438474 139.989662295239,57.3428571428571,"May 22, 2011 11:30 AM"
245,37.5453430884354 139.995135517,57.0326530612245,"May 22, 2011 11:30 AM"
209,37.5475473604466 140.000513125,55.7607655502392,"May 22, 2011 11:29 AM"
137,37.548279026764 140.0057089659,55.970802919708,"May 22, 2011 11:29 AM"
78,37.5480197435898 140.008099679,56.2179487179487,"May 22, 2011 11:29 AM"
241,37.5467772060858 140.012382282,56.8589211618257,"May 22, 2011 11:29 AM"
111,37.5445408408409 140.016153213,58.5225225225225,"May 22, 2011 11:29 AM"
40,37.5395176666666 140.021155083,59.725,"Jul 21, 2011 11:50 AM"
224,37.5377127678572 140.023882834,58.9866071428571,"May 22, 2011 11:28 AM"
1719,37.5361694696527 140.029522765,51.3065735892961,"May 22, 2011 11:11 AM"
826,37.536788161824 140.0336661581,48.4576271186441,"May 22, 2011 11:11 AM"
65,37.5394057179487 140.037028333,57.2153846153846,"May 22, 2011 11:11 AM"
202,37.5396362871287 140.040780973,57.490099009901,"May 22, 2011 11:10 AM"
163,37.5390604192229 140.046660664,56.8834355828221,"May 22, 2011 11:10 AM"
240,37.5402094027777 140.052267701,56.3791666666667,"May 22, 2011 11:10 AM"
147,37.5426574829932 140.056456507,56.108843537415,"May 22, 2011 11:09 AM"
126,37.5446356084657 140.059201600,54.1984126984127,"May 22, 2011 11:09 AM"
