name,loc,val,date
3,34.029472222222 131.9426161111,46.3333333333333,"Jan 12, 2012 6:32 AM"
5,34.0281703333334 131.947485666,44.2,"Jan 12, 2012 6:31 AM"
4,34.0271766666667 131.953224166,43.25,"Jan 12, 2012 6:31 AM"
4,34.0273954166667 131.958294583,43.25,"Jan 12, 2012 6:31 AM"
4,34.0288825 131.962797083333,46.25,"Jan 12, 2012 6:30 AM"
2,34.0308225 131.96552583333,44,"Jan 12, 2012 6:30 AM"
5,34.033234 131.968547333334,50.4,"Jan 12, 2012 6:30 AM"
1,34.035021666667 131.9715816666,54,"Jan 12, 2012 6:30 AM"
4,34.03601 131.974585,54,"Jan 12, 2012 6:29 AM"
4,34.03729875 131.97980625,53.25,"Jan 12, 2012 6:29 AM"
2,34.038651666667 131.983835,53.5,"Jan 12, 2012 6:29 AM"
3,34.0401577777777 131.986954444,43.6666666666667,"Jan 12, 2012 6:28 AM"
3,34.0424394444443 131.990208888,43.6666666666667,"Jan 12, 2012 6:28 AM"
2,34.0444908333335 131.992755833,42,"Jan 12, 2012 6:28 AM"
3,34.04664 131.995274444447,41.3333333333333,"Jan 12, 2012 6:28 AM"
3,34.0492311111113 131.998068888,40.3333333333333,"Jan 12, 2012 6:28 AM"
2,34.05157 132.000433333335,42,"Jan 12, 2012 6:27 AM"
4,34.0543241666667 132.00306,44.5,"Jan 12, 2012 6:27 AM"
1,34.056475 132.00526,47,"Jan 12, 2012 6:27 AM"
4,34.0582629166665 132.007887083,48.75,"Jan 12, 2012 6:27 AM"
4,34.060232083333 132.0125941666,51.5,"Jan 12, 2012 6:26 AM"
2,34.0621891666665 132.040973333,35,"Jan 12, 2012 6:24 AM"
5,34.0631816666666 132.045076333,39,"Jan 12, 2012 6:24 AM"
5,34.064839666667 132.050713,45.8,"Jan 12, 2012 6:24 AM"
4,34.0667054166667 132.055988749,45.25,"Jan 12, 2012 6:23 AM"
5,34.0690326666666 132.061314999,43.4,"Jan 12, 2012 6:23 AM"
5,34.0725389999998 132.066348,46.4,"Jan 12, 2012 6:22 AM"
2,34.07571 132.069053333335,40,"Jan 12, 2012 6:22 AM"
4,34.0782895833333 132.071709166,38,"Jan 12, 2012 6:22 AM"
1,34.080071666667 132.0743216666,37,"Jan 12, 2012 6:22 AM"
4,34.0812987500003 132.077382499,37,"Jan 12, 2012 6:21 AM"
5,34.083018 132.082937666668,40.6,"Jan 12, 2012 6:21 AM"
5,34.0855013333334 132.088639666,42,"Jan 12, 2012 6:21 AM"
2,34.087924166667 132.0923058333,42.5,"Jan 12, 2012 6:20 AM"
5,34.090982 132.095050333334,37.8,"Jan 12, 2012 6:20 AM"
4,34.09539875 132.097760416668,35.25,"Jan 12, 2012 6:20 AM"
3,34.0985444444443 132.100415,30.6666666666667,"Jan 12, 2012 6:19 AM"
4,34.1009087500002 132.103999999,29.75,"Jan 12, 2012 6:19 AM"
1,34.102205 132.10688166667,29,"Jan 12, 2012 6:19 AM"
5,34.1038803333332 132.110344333,30.8,"Jan 12, 2012 6:19 AM"
1,34.106346666667 132.1131,34,"Jan 12, 2012 6:19 AM"
2,34.107914166667 132.1138275,36,"Jan 12, 2012 6:18 AM"
2,34.11893 132.114515,37,"Jan 12, 2012 6:17 AM"
2,34.1207608333335 132.113325833,30.5,"Jan 12, 2012 6:17 AM"
3,34.123163888889 132.1116394444,34.3333333333333,"Jan 12, 2012 6:17 AM"
4,34.1267425000002 132.111220416,36.5,"Jan 12, 2012 6:17 AM"
3,34.1301444444443 132.112171111,38,"Jan 12, 2012 6:16 AM"
2,34.1324775 132.113435,41,"Jan 12, 2012 6:16 AM"
5,34.1355316666668 132.115897333,39.2,"Jan 12, 2012 6:16 AM"
2,34.138526666667 132.1179783333,36,"Jan 12, 2012 6:16 AM"
5,34.1411106666668 132.120795,34.8,"Jan 12, 2012 6:15 AM"
1,34.143078333333 132.12352,34,"Jan 12, 2012 6:15 AM"
4,34.1451700000002 132.124904166,28.5,"Jan 12, 2012 6:15 AM"
1,34.15281 132.139205,29,"Jan 12, 2012 6:14 AM"
3,34.156752777778 132.1499211111,28.6666666666667,"Jan 12, 2012 6:13 AM"
3,34.158925 132.151929444447,30,"Jan 12, 2012 6:12 AM"
4,34.1675579166668 132.159441666,38.25,"Jan 12, 2012 6:11 AM"
1,34.169516666667 132.1611516666,41,"Jan 12, 2012 6:11 AM"
4,34.1718304166665 132.163119583,47.25,"Jan 12, 2012 6:11 AM"
4,34.1754745833335 132.165969166,47.5,"Jan 12, 2012 6:11 AM"
1,34.17775 132.16757833333,43,"Jan 12, 2012 6:11 AM"
5,34.180597 132.169443,35,"Jan 12, 2012 6:10 AM"
2,34.1840475 132.171166666665,23,"Jan 12, 2012 6:10 AM"
2,34.21842 132.196843333335,34,"Jan 12, 2012 6:06 AM"
3,34.219917222222 132.1987227777,31,"Jan 12, 2012 6:06 AM"
4,34.2222329166665 132.200719583,36.25,"Jan 12, 2012 6:06 AM"
4,34.2246866666668 132.20327125,41.5,"Jan 12, 2012 6:05 AM"
2,34.2263316666665 132.205656666,42.5,"Jan 12, 2012 6:05 AM"
2,34.2310741666665 132.211456666,40.5,"Jan 12, 2012 6:05 AM"
5,34.2344793333336 132.213262666,43.2,"Jan 12, 2012 6:04 AM"
4,34.2391433333333 132.21470125,44.25,"Jan 12, 2012 6:04 AM"
1,34.24177 132.21563666667,38,"Jan 12, 2012 6:04 AM"
3,34.2437666666667 132.216635555,32.6666666666667,"Jan 12, 2012 6:04 AM"
5,34.2476686666668 132.218723666,28.8,"Jan 12, 2012 6:03 AM"
2,34.251075 132.2205675,30.5,"Jan 12, 2012 6:03 AM"
3,34.2532294444443 132.221741666,32.3333333333333,"Jan 12, 2012 6:03 AM"
3,34.2572733333333 132.224313888,38,"Jan 12, 2012 6:02 AM"
1,34.259798333333 132.2264683333,40,"Jan 12, 2012 6:02 AM"
3,34.2623344444443 132.230145555,51,"Jan 12, 2012 6:02 AM"
1,34.263401666667 132.2322983333,54,"Jan 12, 2012 6:02 AM"
4,34.2642033333332 132.235355000,55.5,"Jan 12, 2012 6:01 AM"
5,34.2661623333332 132.240512333,46,"Jan 12, 2012 6:01 AM"
6,34.2705805555553 132.245130277,46.6666666666667,"Jan 12, 2012 6:00 AM"
5,34.2742139999998 132.250624333,46.8,"Jan 12, 2012 6:00 AM"
2,34.276111666667 132.2543,45.5,"Jan 12, 2012 6:00 AM"
5,34.2788246666668 132.257367,35.6,"Jan 12, 2012 5:59 AM"
6,34.2838844444445 132.261270277,30.8333333333333,"Jan 12, 2012 5:59 AM"
1,34.286743333333 132.2641533333,31,"Jan 12, 2012 5:59 AM"
4,34.2890216666665 132.266004583,31.75,"Jan 12, 2012 5:59 AM"
4,34.2930370833335 132.267969166,36.75,"Jan 12, 2012 5:58 AM"
2,34.2961025 132.26955,39.5,"Jan 12, 2012 5:58 AM"
3,34.298385 132.271549999997,37.6666666666667,"Jan 12, 2012 5:58 AM"
2,34.3004041666665 132.274024166,41,"Jan 12, 2012 5:58 AM"
3,34.30248 132.276490555553,46.3333333333333,"Jan 12, 2012 5:57 AM"
4,34.3059291666665 132.27898375,53,"Jan 12, 2012 5:57 AM"
4,34.3104733333332 132.2802575,56.25,"Jan 12, 2012 5:57 AM"
1,34.313271666667 132.28067,51,"Jan 12, 2012 5:57 AM"
4,34.3159383333335 132.281577083,47.75,"Jan 12, 2012 5:56 AM"
5,34.319925 132.28452,41.4,"Jan 12, 2012 5:56 AM"
7,34.3240833333334 132.289324047,41.5714285714286,"Jan 12, 2012 5:55 AM"
5,34.328898 132.293265666668,48,"Jan 12, 2012 5:55 AM"
4,34.3332862500002 132.294482083,51.75,"Jan 12, 2012 5:55 AM"
4,34.33745 132.294723333333,47.25,"Jan 12, 2012 5:54 AM"
5,34.3421726666666 132.295388333,43.2,"Jan 12, 2012 5:54 AM"
3,34.346178888889 132.2965122222,40,"Jan 12, 2012 5:54 AM"
1,34.348215 132.29730666667,41,"Jan 12, 2012 5:53 AM"
5,34.3511730000002 132.298802666,44.4,"Jan 12, 2012 5:53 AM"
3,34.354933333333 132.301205,39,"Jan 12, 2012 5:53 AM"
2,34.357161666667 132.3029816666,36.5,"Jan 12, 2012 5:53 AM"
5,34.360017 132.305927333334,35.8,"Jan 12, 2012 5:52 AM"
1,34.362235 132.30891166667,31,"Jan 12, 2012 5:52 AM"
3,34.3634783333333 132.311142222,36,"Jan 12, 2012 5:52 AM"
5,34.3655696666668 132.315810999,46,"Jan 12, 2012 5:51 AM"
5,34.3684966666666 132.321326666,44.2,"Jan 12, 2012 5:51 AM"
1,34.370681666667 132.3242133333,46,"Jan 12, 2012 5:51 AM"
5,34.3734176666666 132.326546,46.6,"Jan 12, 2012 5:51 AM"
3,34.377482222222 132.3287983333,47.3333333333333,"Jan 12, 2012 5:50 AM"
1,34.379563333333 132.329575,51,"Jan 12, 2012 5:50 AM"
5,34.3827366666668 132.331087333,49.2,"Jan 12, 2012 5:50 AM"
4,34.3919320833333 132.338519999,42.25,"Jan 12, 2012 5:49 AM"
6,34.3959102777777 132.342480277,53,"Jan 12, 2012 5:48 AM"
1,34.398718333333 132.34546,49,"Jan 12, 2012 5:48 AM"
5,34.4009286666668 132.348256333,41.4,"Jan 12, 2012 5:48 AM"
1,34.402941666667 132.3511333333,34,"Jan 12, 2012 5:48 AM"
5,34.4047133333332 132.354150000,30.4,"Jan 12, 2012 5:47 AM"
1,34.406281666667 132.3572516666,35,"Jan 12, 2012 5:47 AM"
3,34.410632777778 132.3658566666,50,"Jan 12, 2012 5:47 AM"
5,34.4135599999998 132.369735333,46.6,"Jan 12, 2012 5:46 AM"
2,34.4155058333335 132.374915833,43,"Jan 12, 2012 5:46 AM"
1,34.416745 132.37765333333,43,"Jan 12, 2012 5:46 AM"
4,34.4187495833333 132.380141249,47.25,"Jan 12, 2012 5:45 AM"
3,34.4217844444447 132.382926111,54,"Jan 12, 2012 5:45 AM"
4,34.4240595833335 132.385933333,55.75,"Jan 12, 2012 5:45 AM"
1,34.425591666667 132.388405,53,"Jan 12, 2012 5:45 AM"
4,34.42765125 132.3905075,51.5,"Jan 12, 2012 5:44 AM"
5,34.431836 132.393210666666,44,"Jan 12, 2012 5:44 AM"
5,34.4359123333332 132.397343000,45.4,"Jan 12, 2012 5:44 AM"
3,34.4381133333333 132.401957777,45,"Jan 12, 2012 5:43 AM"
2,34.4396075 132.404745,49.5,"Jan 12, 2012 5:43 AM"
3,34.4416133333333 132.406936666,52.6666666666667,"Jan 12, 2012 5:43 AM"
4,34.4447779166668 132.40928375,44,"Jan 12, 2012 5:43 AM"
1,34.447076666667 132.4108966666,45,"Jan 12, 2012 5:43 AM"
5,34.4499106666668 132.412879666,45.8,"Jan 12, 2012 5:42 AM"
3,34.4535961111113 132.415459444,49,"Jan 12, 2012 5:42 AM"
2,34.4558616666665 132.417021666,49,"Jan 12, 2012 5:42 AM"
5,34.4590016666668 132.419215666,52.2,"Jan 12, 2012 5:41 AM"
1,34.461668333333 132.421105,49,"Jan 12, 2012 5:41 AM"
5,34.4641080000002 132.423215999,52.2,"Jan 12, 2012 5:41 AM"
2,34.4664633333335 132.426145,56,"Jan 12, 2012 5:41 AM"
4,34.46801 132.4295775,57.25,"Jan 12, 2012 5:40 AM"
4,34.46902625 132.434684583333,54.75,"Jan 12, 2012 5:40 AM"
5,34.468437 132.440512333334,49.4,"Jan 12, 2012 5:40 AM"
3,34.464078333333 132.4632144444,44,"Jan 12, 2012 5:38 AM"
4,34.4647445833332 132.467370833,40,"Jan 12, 2012 5:38 AM"
5,34.4652506666666 132.473153333,45.2,"Jan 12, 2012 5:37 AM"
4,34.4655554166668 132.479038750,43.5,"Jan 12, 2012 5:37 AM"
4,34.4656241666667 132.484318749,43.5,"Jan 12, 2012 5:37 AM"
4,34.46548375 132.48959,38.25,"Jan 12, 2012 5:36 AM"
4,34.46525375 132.49487375,42.75,"Jan 12, 2012 5:36 AM"
4,34.4645558333333 132.50022625,51,"Jan 12, 2012 5:36 AM"
4,34.4628162499997 132.505172083,54.75,"Jan 12, 2012 5:35 AM"
5,34.4620763333332 132.511133000,48.8,"Jan 12, 2012 5:35 AM"
4,34.4626374999997 132.516770833,35.25,"Jan 12, 2012 5:34 AM"
1,34.462591666667 132.5200233333,32,"Jan 12, 2012 5:34 AM"
5,34.4539173333332 132.538758333,40.8,"Jan 12, 2012 5:33 AM"
4,34.4509366666667 132.543494166,38.25,"Jan 12, 2012 5:32 AM"
4,34.44988125 132.548567083335,38.75,"Jan 12, 2012 5:32 AM"
5,34.4508946666668 132.554068,47,"Jan 12, 2012 5:32 AM"
6,34.4544344444447 132.559327222,56.5,"Jan 12, 2012 5:31 AM"
1,34.457323333333 132.5620616666,54,"Jan 12, 2012 5:31 AM"
5,34.4590916666668 132.565279666,51.2,"Jan 12, 2012 5:31 AM"
4,34.4602166666665 132.570894583,44.75,"Jan 12, 2012 5:30 AM"
1,34.461185 132.573865,48,"Jan 12, 2012 5:30 AM"
4,34.4629795833333 132.576329583,54.5,"Jan 12, 2012 5:30 AM"
5,34.465181 132.581461333336,53.2,"Jan 12, 2012 5:30 AM"
1,34.465585 132.585315,51,"Jan 12, 2012 5:29 AM"
3,34.466083888889 132.5879227777,44.6666666666667,"Jan 12, 2012 5:29 AM"
3,34.4673266666663 132.591530555,38.6666666666667,"Jan 12, 2012 5:29 AM"
4,34.460115 132.614674583333,35,"Jan 12, 2012 5:27 AM"
4,34.4576458333333 132.618579166,36.25,"Jan 12, 2012 5:27 AM"
1,34.45657 132.62144166667,36,"Jan 12, 2012 5:27 AM"
4,34.45615 132.624508333335,34.75,"Jan 12, 2012 5:26 AM"
3,34.4563366666667 132.628991111,40,"Jan 12, 2012 5:26 AM"
2,34.456915 132.6321425,36.5,"Jan 12, 2012 5:26 AM"
4,34.4577133333335 132.635733333,34,"Jan 12, 2012 5:26 AM"
5,34.4590996666666 132.641024,30,"Jan 12, 2012 5:25 AM"
3,34.4605455555557 132.645721666,32.6666666666667,"Jan 12, 2012 5:25 AM"
1,34.461361666667 132.6481233333,38,"Jan 12, 2012 5:25 AM"
5,34.4626679999998 132.651768,46.6,"Jan 12, 2012 5:25 AM"
4,34.4645658333333 132.65725625,57,"Jan 12, 2012 5:24 AM"
1,34.465531666667 132.6603433333,56,"Jan 12, 2012 5:24 AM"
4,34.4664029166665 132.663425000,57.75,"Jan 12, 2012 5:24 AM"
4,34.4676316666667 132.66848125,54.75,"Jan 12, 2012 5:23 AM"
4,34.468375 132.673672083333,55.5,"Jan 12, 2012 5:23 AM"
2,34.4683316666665 132.677745833,52.5,"Jan 12, 2012 5:23 AM"
5,34.4647403333334 132.690365333,44,"Jan 12, 2012 5:22 AM"
5,34.4624166666666 132.69548,46,"Jan 12, 2012 5:22 AM"
4,34.4604670833335 132.700477083,48,"Jan 12, 2012 5:21 AM"
5,34.4604763333336 132.706038,53,"Jan 12, 2012 5:21 AM"
4,34.4600725000003 132.7114675,53.25,"Jan 12, 2012 5:20 AM"
4,34.4584812499997 132.7162925,41,"Jan 12, 2012 5:20 AM"
3,34.4544127777777 132.723171111,47,"Jan 12, 2012 5:20 AM"
2,34.453041666667 132.7259808333,45,"Jan 12, 2012 5:19 AM"
2,34.4516075 132.7278925,44,"Jan 12, 2012 5:19 AM"
2,34.4442841666665 132.7399775,43,"Jan 12, 2012 5:18 AM"
1,34.443611666667 132.7417716666,45,"Jan 12, 2012 5:18 AM"
4,34.4427150000002 132.744790416,45.25,"Jan 12, 2012 5:18 AM"
4,34.4418491666667 132.749917500,44.25,"Jan 12, 2012 5:18 AM"
4,34.4414366666665 132.755317083,38,"Jan 12, 2012 5:17 AM"
4,34.4406766666667 132.760460416,38,"Jan 12, 2012 5:17 AM"
4,34.4397183333335 132.765527499,46.5,"Jan 12, 2012 5:17 AM"
2,34.4389741666665 132.769415,54,"Jan 12, 2012 5:16 AM"
3,34.4382916666667 132.772519444,59,"Jan 12, 2012 5:16 AM"
4,34.436965 132.776744166665,50.5,"Jan 12, 2012 5:16 AM"
4,34.4361404166668 132.781848333,51.25,"Jan 12, 2012 5:15 AM"
4,34.4351758333335 132.787025416,47.5,"Jan 12, 2012 5:15 AM"
5,34.4331973333332 132.792259666,46.8,"Jan 12, 2012 5:15 AM"
5,34.4313083333334 132.797969333,36.8,"Jan 12, 2012 5:14 AM"
4,34.4306899999997 132.803795833,42.25,"Jan 12, 2012 5:14 AM"
4,34.4309554166665 132.80884,49.5,"Jan 12, 2012 5:14 AM"
5,34.4306249999998 132.814457,53.6,"Jan 12, 2012 5:13 AM"
4,34.4302633333335 132.819948750,43.25,"Jan 12, 2012 5:13 AM"
5,34.431464 132.825406333334,36.8,"Jan 12, 2012 5:12 AM"
4,34.431955416667 132.8312362499,39,"Jan 12, 2012 5:12 AM"
4,34.4309316666668 132.8362825,39,"Jan 12, 2012 5:12 AM"
5,34.4289563333336 132.841639999,45,"Jan 12, 2012 5:11 AM"
4,34.4281420833335 132.847323333,49.25,"Jan 12, 2012 5:11 AM"
4,34.4287866666665 132.85247125,53,"Jan 12, 2012 5:11 AM"
4,34.42941625 132.857578333333,55,"Jan 12, 2012 5:10 AM"
4,34.4291412499998 132.862714166,52.75,"Jan 12, 2012 5:10 AM"
4,34.4290583333333 132.867976666,55.5,"Jan 12, 2012 5:10 AM"
4,34.42904 132.873395833335,52.25,"Jan 12, 2012 5:09 AM"
1,34.428538333333 132.87673,62,"Jan 12, 2012 5:09 AM"
3,34.4234594444443 132.913347777,54.6666666666667,"Jan 12, 2012 5:07 AM"
3,34.422127777778 132.9166227777,59,"Jan 12, 2012 5:06 AM"
3,34.420881111111 132.9227733333,53.6666666666667,"Jan 12, 2012 5:06 AM"
1,34.421003333333 132.9257433333,54,"Jan 12, 2012 5:06 AM"
3,34.4235111111113 132.934844444,74,"Jan 12, 2012 5:05 AM"
1,34.423726666667 132.9373916666,69,"Jan 12, 2012 5:05 AM"
2,34.424763333333 132.94898,42,"Jan 12, 2012 5:04 AM"
3,34.4264866666667 132.951425555,43.6666666666667,"Jan 12, 2012 5:04 AM"
2,34.428583333333 132.9534316666,36.5,"Jan 12, 2012 5:04 AM"
5,34.431734333333 132.955893,38.8,"Jan 12, 2012 5:03 AM"
1,34.434535 132.95782666667,42,"Jan 12, 2012 5:03 AM"
4,34.4369225 132.959270833333,43,"Jan 12, 2012 5:03 AM"
5,34.4412216666668 132.961755999,47,"Jan 12, 2012 5:03 AM"
1,34.443913333333 132.9633283333,47,"Jan 12, 2012 5:03 AM"
5,34.446296 132.965647,46.2,"Jan 12, 2012 5:02 AM"
1,34.447995 132.96862333333,44,"Jan 12, 2012 5:02 AM"
4,34.4489262499998 132.971534999,42,"Jan 12, 2012 5:02 AM"
3,34.4507944444443 132.975341666,39.6666666666667,"Jan 12, 2012 5:01 AM"
4,34.4536241666665 132.978156666,43.75,"Jan 12, 2012 5:01 AM"
3,34.4562044444447 132.981227222,39,"Jan 12, 2012 5:01 AM"
2,34.45727 132.984073333335,37.5,"Jan 12, 2012 5:01 AM"
4,34.457925 132.987812916665,43.25,"Jan 12, 2012 5:00 AM"
5,34.4587956666666 132.993410666,46,"Jan 12, 2012 5:00 AM"
4,34.45978875 132.998864166665,48.25,"Jan 12, 2012 5:00 AM"
1,34.460893333333 133.00165,43,"Jan 12, 2012 5:00 AM"
6,34.4636347222222 133.004630277,37.1666666666667,"Jan 12, 2012 4:59 AM"
5,34.4681810000002 133.009087000,37.8,"Jan 12, 2012 4:59 AM"
1,34.470405 133.01170333333,36,"Jan 12, 2012 4:59 AM"
5,34.4721493333332 133.015011666,34.8,"Jan 12, 2012 4:58 AM"
4,34.472829583333 133.02071375,37,"Jan 12, 2012 4:58 AM"
4,34.4712329166665 133.025519166,39.75,"Jan 12, 2012 4:57 AM"
1,34.470085 133.02829666667,45,"Jan 12, 2012 4:57 AM"
4,34.4691570833335 133.03120125,45.5,"Jan 12, 2012 4:57 AM"
5,34.4679543333334 133.036541666,52.4,"Jan 12, 2012 4:57 AM"
3,34.4665933333333 133.041247777,44,"Jan 12, 2012 4:56 AM"
2,34.4651558333335 133.043818333,51,"Jan 12, 2012 4:56 AM"
5,34.4637393333332 133.047621333,48.6,"Jan 12, 2012 4:56 AM"
4,34.4635270833332 133.052778333,47.75,"Jan 12, 2012 4:55 AM"
5,34.4646733333334 133.057709,46,"Jan 12, 2012 4:55 AM"
1,34.46567 133.06102833333,45,"Jan 12, 2012 4:55 AM"
4,34.4667574999997 133.063821250,51,"Jan 12, 2012 4:55 AM"
3,34.468817222222 133.0673583333,48.6666666666667,"Jan 12, 2012 4:54 AM"
4,34.47148375 133.070375,55.25,"Jan 12, 2012 4:54 AM"
2,34.4737533333335 133.0729225,52.5,"Jan 12, 2012 4:54 AM"
3,34.4754272222223 133.075330555,46.6666666666667,"Jan 12, 2012 4:54 AM"
5,34.4771256666666 133.079875,45.2,"Jan 12, 2012 4:53 AM"
4,34.4769495833335 133.085510833,39,"Jan 12, 2012 4:53 AM"
4,34.4753779166667 133.090204583,41.75,"Jan 12, 2012 4:53 AM"
1,34.474505 133.09302666667,39,"Jan 12, 2012 4:52 AM"
4,34.4740429166667 133.095878750,41.25,"Jan 12, 2012 4:52 AM"
5,34.4741256666668 133.101301333,46.2,"Jan 12, 2012 4:52 AM"
5,34.476184 133.107057666666,47.4,"Jan 12, 2012 4:51 AM"
1,34.477451666667 133.1108483333,40,"Jan 12, 2012 4:51 AM"
3,34.475935 133.129275555557,40.3333333333333,"Jan 12, 2012 4:50 AM"
3,34.475437222222 133.1329927777,45.3333333333333,"Jan 12, 2012 4:50 AM"
2,34.4744708333335 133.135851666,46,"Jan 12, 2012 4:49 AM"
5,34.4724333333334 133.139465666,50.6,"Jan 12, 2012 4:49 AM"
4,34.4706975 133.144767916665,49.75,"Jan 12, 2012 4:49 AM"
1,34.470295 133.14793166667,53,"Jan 12, 2012 4:49 AM"
4,34.4693729166667 133.1508425,48.75,"Jan 12, 2012 4:48 AM"
3,34.467148333333 133.1544722222,47.6666666666667,"Jan 12, 2012 4:48 AM"
3,34.4648111111113 133.157096111,46,"Jan 12, 2012 4:48 AM"
4,34.4622791666667 133.160052500,44.25,"Jan 12, 2012 4:47 AM"
1,34.460918333333 133.1626816666,48,"Jan 12, 2012 4:47 AM"
5,34.4604 133.166407666666,40.6,"Jan 12, 2012 4:47 AM"
2,34.4609225 133.1708325,37.5,"Jan 12, 2012 4:47 AM"
2,34.4616283333335 133.173209166,37,"Jan 12, 2012 4:47 AM"
6,34.4624227777778 133.177321944,38.5,"Jan 12, 2012 4:46 AM"
5,34.461902 133.183136333334,44.6,"Jan 12, 2012 4:46 AM"
5,34.460302 133.188162,41.6,"Jan 12, 2012 4:45 AM"
5,34.4590106666666 133.193524333,36.8,"Jan 12, 2012 4:45 AM"
5,34.4591949999998 133.199326666,38.6,"Jan 12, 2012 4:44 AM"
4,34.4625541666667 133.210015416,38,"Jan 12, 2012 4:44 AM"
5,34.4629719999998 133.215113333,39.2,"Jan 12, 2012 4:43 AM"
3,34.4619527777777 133.219467222,38.6666666666667,"Jan 12, 2012 4:43 AM"
3,34.460981111111 133.2223244444,35,"Jan 12, 2012 4:43 AM"
5,34.4601243333334 133.22671,30.2,"Jan 12, 2012 4:42 AM"
4,34.4600145833335 133.231602916,32.5,"Jan 12, 2012 4:42 AM"
3,34.4606611111113 133.235511111,34,"Jan 12, 2012 4:42 AM"
3,34.4616983333333 133.238587222,37.6666666666667,"Jan 12, 2012 4:41 AM"
6,34.4635524999998 133.242616388,38.1666666666667,"Jan 12, 2012 4:41 AM"
2,34.46522 133.2457725,37,"Jan 12, 2012 4:41 AM"
5,34.467097 133.248681000002,35.6,"Jan 12, 2012 4:40 AM"
3,34.4695455555557 133.252192777,35,"Jan 12, 2012 4:40 AM"
3,34.471255 133.254836666667,33.6666666666667,"Jan 12, 2012 4:40 AM"
5,34.473368 133.258901999998,36.2,"Jan 12, 2012 4:39 AM"
1,34.474718333333 133.262355,39,"Jan 12, 2012 4:39 AM"
3,34.4752761111113 133.264753333,42.3333333333333,"Jan 12, 2012 4:39 AM"
3,34.4752305555553 133.268362777,44.6666666666667,"Jan 12, 2012 4:39 AM"
2,34.475545 133.28926916667,42.5,"Jan 12, 2012 4:37 AM"
4,34.4812020833333 133.30793625,33.5,"Jan 12, 2012 4:36 AM"
2,34.48306 133.310628333335,37,"Jan 12, 2012 4:36 AM"
6,34.4861986111112 133.313053333,37,"Jan 12, 2012 4:35 AM"
9,34.4899477777778 133.315133333,39.6666666666667,"Jan 12, 2012 4:17 AM"
214,34.4907054127726 133.315980576,38.2943925233645,"Jan 12, 2012 4:17 AM"
4,34.4942133333332 133.316945,57.25,"Jan 12, 2012 4:16 AM"
5,34.5125123333336 133.345047333,32.2,"Jan 12, 2012 4:14 AM"
3,34.513131111111 133.3573455555,40.3333333333333,"Jan 12, 2012 4:13 AM"
5,34.5142563333332 133.361760333,49.6,"Jan 12, 2012 4:13 AM"
4,34.5157383333333 133.36688625,49.75,"Jan 12, 2012 4:12 AM"
5,34.516732 133.372365000002,46.6,"Jan 12, 2012 4:12 AM"
4,34.5170404166665 133.378052916,38.75,"Jan 12, 2012 4:11 AM"
4,34.51688 133.38334375,43,"Jan 12, 2012 4:11 AM"
4,34.5160020833332 133.388091666,37.5,"Jan 12, 2012 4:11 AM"
1,34.51505 133.390735,37,"Jan 12, 2012 4:11 AM"
5,34.5139686666666 133.394095999,38,"Jan 12, 2012 4:10 AM"
4,34.5133062500003 133.399590000,38.75,"Jan 12, 2012 4:10 AM"
5,34.5130943333336 133.404961666,43,"Jan 12, 2012 4:10 AM"
4,34.5133045833333 133.41057625,41.5,"Jan 12, 2012 4:09 AM"
3,34.5144333333333 133.414837777,37.6666666666667,"Jan 12, 2012 4:09 AM"
2,34.515756666667 133.4177725,40.5,"Jan 12, 2012 4:09 AM"
5,34.5181396666668 133.421380333,40.4,"Jan 12, 2012 4:08 AM"
5,34.521458 133.426247666666,48.8,"Jan 12, 2012 4:08 AM"
4,34.5236233333332 133.431434583,47.25,"Jan 12, 2012 4:08 AM"
1,34.524428333333 133.4343416666,40,"Jan 12, 2012 4:08 AM"
4,34.5253391666667 133.437206666,38.25,"Jan 12, 2012 4:07 AM"
5,34.5270736666666 133.442423333,36.6,"Jan 12, 2012 4:07 AM"
1,34.528396666667 133.4459066666,40,"Jan 12, 2012 4:07 AM"
4,34.5298645833333 133.448705,50.75,"Jan 12, 2012 4:06 AM"
3,34.5321305555557 133.452210555,52.3333333333333,"Jan 12, 2012 4:06 AM"
3,34.5341944444443 133.455038333,48,"Jan 12, 2012 4:06 AM"
4,34.53640625 133.458462083333,45.5,"Jan 12, 2012 4:06 AM"
1,34.537858333333 133.4611283333,36,"Jan 12, 2012 4:05 AM"
5,34.5390986666668 133.464583999,36.2,"Jan 12, 2012 4:05 AM"
4,34.5408608333333 133.470025833,34.75,"Jan 12, 2012 4:05 AM"
4,34.5413445833335 133.475089583,37,"Jan 12, 2012 4:04 AM"
5,34.5404043333332 133.480707333,34.4,"Jan 12, 2012 4:04 AM"
4,34.5383949999998 133.48596125,37.5,"Jan 12, 2012 4:04 AM"
1,34.537215 133.48876166667,40,"Jan 12, 2012 4:04 AM"
4,34.536255 133.49174458333,45.25,"Jan 12, 2012 4:03 AM"
4,34.5351537500003 133.496761666,47.5,"Jan 12, 2012 4:03 AM"
4,34.5347045833335 133.5020075,42.75,"Jan 12, 2012 4:03 AM"
4,34.5349912499997 133.507378749,39,"Jan 12, 2012 4:02 AM"
5,34.535539 133.513221333332,40.4,"Jan 12, 2012 4:02 AM"
4,34.5353083333333 133.519227083,39.5,"Jan 12, 2012 4:01 AM"
